station,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,name,city,lon,lat,contrast
1282A,,32.20634981487241,28.900622351443715,28.26751491292015,23.956896219297853,24.208319565777412,21.08611751384119,22.31434608700503,18.753184648894926,师大,福州,119.2681,26.0504,N
1283A,,28.352602059914624,30.184720313295625,26.836802154833567,25.160026394674713,25.46645557180642,21.798653851897765,19.324359553607533,17.36542218452634,五四北路,福州,119.2984,26.1028,N
1284A,,27.60682350023495,25.598048532641567,24.67051088162458,24.788116746889198,22.86787829574259,19.36051948133711,19.41330392363557,18.147613388275644,杨桥西路,福州,119.2648,26.0768,N
1285A,,27.701552541734433,25.921046755705923,29.34798088808439,26.816279773973285,27.065112716627336,21.488831723536254,21.77841761578959,19.028078720207272,紫阳,福州,119.317,26.0746,N
1286A,,30.167421933492236,28.955767038600303,24.432536373157834,23.715062867965315,23.846671706911735,17.4161856825452,17.35898161089412,,溪东(对照点),厦门,118.1608,24.8169,Y
1287A,,24.06159411984414,25.198731418174102,24.396485707285557,22.81408193513903,22.67873621142634,17.89090074276818,21.524551191788603,17.776242696390025,洪文,厦门,118.1514,24.4767,N
1288A,,33.53852802354611,33.71701288313352,32.33084407719015,25.960817896134373,23.24075888904124,17.365347256418595,18.306415323539817,17.566327046201202,鼓浪屿,厦门,118.0661,24.4444,N
1289A,,,,,,,,,,,,,,
1290A,,45.686471939843436,47.410975024431785,43.2541720832541,33.538708775242505,42.169923545509306,33.440554082452394,31.881433621770686,30.519864838294204,省外办,南昌,115.8931,28.6843,N
1291A,,45.59666666448841,46.45030252046761,39.13507194230445,28.897974159120338,37.493707772076306,33.73910496652934,31.97922590324932,31.212364113954248,省林业公司,南昌,115.8886,28.7003,N
1292A,,34.01305367876263,27.341482565203915,30.821601887888882,24.87109604962995,29.856855452704508,30.562542580528884,31.051239438595466,28.572263077039462,林科所,南昌,115.8126,28.7442,N
1293A,,42.59523651288701,47.9622024932451,46.09569078038098,31.266096276147458,36.192123763242606,,,,京东镇政府(停运200108),南昌,115.973,28.6969,Y
1294A,,35.457781317259006,38.53417755623974,42.3625199983985,30.337857532577797,32.08463180265203,34.20433277122764,31.93187730346707,30.630726357482796,建工学校,南昌,115.8518,28.687,N
1295A,,47.66448718678852,48.94186994538003,43.598698621733654,30.74115292633809,31.604739211797266,33.177988073648265,27.654089003732185,30.799103242172617,象湖,南昌,115.8921,28.6424,N
1296A,,27.57479379112596,31.593181141694306,33.60530748760221,14.632926356885587,24.919202122042584,21.519372062660473,20.700849774887,23.64022051010266,武术学校(对照点),南昌,115.7423,28.7996,Y
1297A,,52.924631423445184,,,,,,,,石化(停运170322),南昌,115.912,28.6131,Y
1298A,,39.12683764006314,43.29409438134445,46.54124620641105,29.8629852096851,36.989458331577694,34.093844719661405,34.03554865880278,34.3954821354931,省站,南昌,115.9314,28.6842,N
1299A,,88.08635315930078,75.19610037305333,60.94126693042252,50.77232895141483,49.24237477564845,45.675757082615284,39.48396459931558,35.11292582013946,科干所,济南,116.9862,36.6114,N
1300A,,93.92656477632472,82.83515606262404,63.375779979631716,52.9161729680035,57.91865149909743,45.524395931789506,38.47044379539673,32.55563898102463,农科所,济南,116.9376,36.665,N
1301A,,75.50634511772887,63.59715765425469,57.69076610983349,46.52276034041736,51.19519875280999,43.116492311720734,39.235917621405214,35.781669682442626,开发区,济南,117.1265,36.6734,N
1302A,,98.62111792509263,73.78786905651249,59.97649435300089,56.908687753671984,57.91402287532628,,,,济南化工厂,济南,116.989,36.6872,Y
1303A,,91.95171398705105,78.92051572812419,69.62134323272849,57.62355111643778,56.181407691665825,52.20522772616065,46.70995168958223,40.894780064650504,省种子仓库,济南,117.0624,36.6868,N
1304A,,,,76.36296544656986,59.917316181676476,60.24516936531593,47.52092965865674,47.22527840815425,39.241689164854016,机床二厂,济南,116.9489,36.6447,N
1305A,,95.64990934449501,84.82381316701203,70.96324581817913,51.14514575959796,53.10739614125307,48.682976230305094,39.62623363401446,35.00022193358712,市监测站,济南,117.0495,36.663,N
1306A,,91.21338029358012,71.71109671977038,64.5531872584305,55.75176498507979,56.1183010712441,49.981666949388455,44.44226855001408,37.113850233420145,长清党校,济南,116.7675,36.5484,N
1307A,,45.92037616022161,29.204132983084065,28.654663782123293,28.26159267588351,36.70764453381091,30.18525114359462,29.153585665146675,28.169886809497946,仰口(对照点),青岛,120.6659,36.2403,Y
1308A,,57.130463802306494,50.97916092681565,46.044404918634775,40.414951862538196,47.72413624594864,34.56977784525328,,,李沧区子站,青岛,120.3905,36.1851,N
1309A,,48.38355240931606,44.86026935890726,41.421979041538684,36.55041193448443,41.94371950098214,34.111906656500906,,,市北区子站,青岛,120.3471,36.0699,N
1310A,,42.68491577325952,39.24898229145079,31.945601993041134,30.590002396218676,35.98515897213026,30.400770351008674,28.22023138828132,24.429994225181026,市南区东部子站,青岛,120.4134,36.0658,N
1311A,,48.59132299234096,48.18065618623788,42.316764530013685,39.587283722270634,46.06118246824189,35.835835285540085,33.74565690456833,28.75401279169968,四方区子站,青岛,120.3664,36.1032,N
1312A,,49.14517553383219,40.45042392616399,32.77721671554145,25.6015552148948,28.351406946140624,22.799543628367207,27.385529667609198,22.651547005505247,市南区西部子站,青岛,120.2994,36.054,N
1313A,,52.645696986554135,49.30735800756734,41.27029105004916,34.396627927403756,37.3287219509536,29.594365038547142,27.458961343611183,23.86262670106821,崂山区子站,青岛,120.4581,36.0858,N
1314A,,59.240661900410615,51.53436480614125,42.42199285694265,37.91059386961099,43.850053764551866,32.973331608109184,31.13179076751388,29.567258179307885,黄岛区子站,青岛,120.1983,35.9608,N
1315A,,55.61416930170769,49.44574089176155,38.28318872157439,32.32776398997314,36.31389647806487,32.91404237072083,27.912486039250048,24.489388919392216,城阳区子站,青岛,120.3999,36.3083,N
1316A,,91.949469267209,78.52834749150594,71.8439867052757,64.19811212165544,58.90484098652742,49.53954574266388,44.18862883546775,47.86699646130028,烟厂,郑州,113.69031,34.76122,N
1317A,,89.48604149834141,75.2868500098036,70.82284581856723,63.493460754442545,58.343188059681985,50.11197751928748,43.42277042673294,52.828047314190606,郑纺机,郑州,113.65724,34.77134,N
1318A,,93.04751757235024,78.19370192770016,74.9863840247145,69.0656416563351,59.42891967182039,51.370269928328625,42.547519343552665,46.09937165341315,银行学校,郑州,113.67526,34.80246,N
1319A,,100.68217047144316,80.01188648758294,72.56195907671633,64.82213133778575,59.8877204149499,50.68768942294871,42.043787504360985,45.46857410785111,供水公司,郑州,113.56746,34.81334,N
1320A,,104.74056726744507,82.28416603084665,74.57933759495404,65.88655510832592,60.1923711957341,50.01436533950543,43.828201556896175,46.945112078964385,经开区管委,郑州,113.7329,34.7178,N
1321A,,94.58587887002365,79.21840798808051,71.9139023311544,63.926327013610106,59.14911934929919,50.02878147902791,44.34355740905856,43.918921106366014,四十七中,郑州,113.73961,34.77172,N
1322A,,92.74578861662123,79.8532436416769,71.75673699249833,71.63622291706923,62.8437419160699,54.105796938909016,46.3641622966117,46.49365124872969,市监测站,郑州,113.60532,34.74838,N
1323A,,94.10176137258499,76.28188218206472,68.44783360708261,64.81816298996343,58.743780892000274,51.371241717032795,43.30664177127137,49.7155374600852,河医大,郑州,113.64164,34.7525,N
1324A,,94.47429205578655,80.26881772243253,66.7370832335973,63.79588846057193,59.39961777943983,51.5891269655298,42.18013827076959,,岗李水库(对照点),郑州,113.51488,34.91089,Y
1325A,,68.65083776126767,55.28329637535565,49.57024500769065,47.758762183753255,45.190145459234756,39.43963513602999,37.85614220419405,36.02949249562162,东湖梨园,武汉,114.3677,30.5584,N
1326A,,72.6472853570382,56.5284848995995,50.08603525822975,44.12895642533671,43.29279683238729,33.05698066499346,34.37008790177826,32.22500468335701,汉阳月湖,武汉,114.2529,30.558,N
1327A,,70.84030435090264,58.423703755892326,52.07927388231217,47.18259154417255,45.263945802432545,38.51037286961803,36.93036580207451,34.69730062522508,汉口花桥,武汉,114.282,30.6189,N
1328A,,71.51520274271088,54.267800749661994,49.8210546213112,46.521435361088784,43.191548049255246,34.05819760882683,36.537270567535835,34.40176681768705,武昌紫阳,武汉,114.3025,30.5332,N
1329A,,76.27032029549005,62.68879193608628,63.270505227129966,57.57959715880669,55.71308627009502,45.83214055072975,44.066744087502535,40.4363134184631,青山钢花,武汉,114.3646,30.6217,N
1330A,,65.41522704368529,56.78503760097271,54.61071714163779,49.04718966054014,45.799649619718494,36.89099771774486,41.35230553168878,35.10858556192358,沌口新区,武汉,114.1566,30.4825,N
1331A,,64.4347764078865,54.68347997168591,49.058886793782676,43.242131168919805,42.447380017265075,35.18525890900264,37.27202991446325,36.242061051394415,汉口江滩,武汉,114.3014,30.5944,N
1332A,,67.16051217683298,55.68792368453786,54.491170435544994,,,,,,东湖高新,武汉,114.3894,30.4822,N
1333A,,73.59684751388848,57.890756914724605,55.0793398118054,51.90505881739693,46.35206593404551,37.28293902311128,36.47017186908981,35.49929526670143,吴家山,武汉,114.135,30.6319,N
1334A,,63.51608581797305,,48.810209118224385,46.00098699317522,39.84161492929993,28.577278761308243,27.171581453524922,24.951418972781966,沉湖七壕(对照点),武汉,113.8454,30.2917,Y
1335A,,56.11738531214401,51.060439423141354,51.045125858012646,47.64090032718962,47.02070716435299,42.79998541074717,46.49663861125118,39.49496392169189,经开区环保局,长沙,113.0833,28.2325,N
1336A,,59.28313730098009,46.76553566544779,53.816493409950745,45.398541540862986,47.51448442311389,42.29110486278895,43.65255758563274,39.74034154250068,高开区环保局,长沙,112.8872,28.2189,N
1337A,,61.53650629671826,55.64373212958563,57.01479683858997,49.36044260733968,49.08740221250504,43.010358414945934,45.72996902829203,39.51059373902165,马坡岭,长沙,113.0792,28.2053,N
1338A,,63.16605826348759,55.03970577343637,55.90744300415936,48.5348703360673,48.79624672493601,43.018549171599574,43.290648753929624,38.10329482828796,湖南师范大学,长沙,112.9394,28.19,N
1339A,,57.113936956312656,49.97675052312051,49.71819954181618,44.13898955800307,45.99146883411809,39.83845090003484,40.773216701341596,36.32343279349403,雨花区环保局,长沙,113.0178,28.1322,N
1340A,,54.50806452258991,52.1571064037684,54.578019678888076,46.49514715449042,47.413262709594214,40.66876926486564,43.727300460961615,38.75220220972198,伍家岭,长沙,112.9792,28.2597,N
1341A,,67.04712501355857,58.66272241404029,54.74669052055493,49.16993808715357,50.81474138624618,41.81187592551943,44.52524488735128,38.81025007856967,火车新站,长沙,113.0014,28.1944,N
1342A,,63.605195487640145,55.15576910730535,48.32500906108648,43.365275407173485,46.001504373728274,39.303237544917955,40.249948183269794,36.25283183948133,天心区环保局,长沙,112.9844,28.1178,N
1343A,,67.88330529987462,56.93194239643711,50.45018717818145,43.846605331328654,47.10249810094432,40.94627504688922,41.26100787897778,39.342742739625976,湖南中医药大学,长沙,112.8908,28.1308,N
1344A,,55.628374943736475,51.68326776021938,52.33689713729746,42.50692603765872,44.99907989755308,43.549780412106344,37.46762538234748,34.2063588864459,沙坪(对照点),长沙,112.9581,28.3611,Y
1345A,,41.29219968493604,37.078055835133135,39.130571976373126,39.17404574290133,32.18701370692853,24.664669104514036,27.86434965320563,23.58529155681411,广雅中学,广州,113.2347,23.1423,N
1346A,,42.870005532904656,36.32731533515416,36.74977769745236,35.2734174365229,32.47537634938653,25.724457960351902,27.311068676260582,24.179829695292465,市五中,广州,113.2612,23.105,N
1347A,,,,,,,,,,天河职幼,广州,,,N
1348A,,37.37821923548861,32.33954248955278,34.5216771404317,33.88288043722479,29.833753699528504,22.200980070992273,24.380702460012138,21.509167866454906,广东商学院,广州,113.3478,23.0916,N
1349A,,37.02378492150342,36.44683690365763,35.487359371359155,34.487956416992105,28.971935356532313,22.71206004549886,23.508668127778865,21.084092738717253,市八十六中,广州,113.4332,23.1047,N
1350A,,42.142214617919905,39.717864467723004,39.48303244811858,34.72396158545243,29.236872257002403,21.487950695948154,23.752185105394457,20.824519491939874,番禺中学,广州,113.3505,22.9483,N
1351A,,39.343938643742646,35.27261041075508,34.19791926694305,34.92262179017672,29.232481642608192,23.404450726618922,24.99184627506996,22.69830118269748,花都师范,广州,113.2146,23.3916,N
1352A,,39.907474260079596,35.497500841324594,33.371469611117426,35.99026304468773,30.54777790640684,23.253776116900692,26.070306437931777,22.119938546376495,市监测站,广州,113.2597,23.1331,N
1353A,,37.24299464922151,37.1817886244115,33.986422080569255,30.643788984656116,29.475937182042347,23.668699421461966,24.92837086842362,22.150922932635673,九龙镇镇龙,广州,113.5618,23.312,N
1354A,,34.49425638898031,34.22391491113776,32.87305221442899,35.084482802337625,28.488260483501353,21.722290763424688,23.642095933466003,20.945972788519168,麓湖,广州,113.2765,23.1544,N
1355A,,34.995595135139716,25.25461036294997,30.616224524320945,30.97159116079226,24.099721161756328,20.48365616920511,20.470169764711105,19.20483667397023,帽峰山森林公园(对照点),广州,113.443,23.3035,Y
1356A,,28.38767676338381,25.7357303205668,26.850071378513224,26.686460064277718,25.780331359522282,20.524749777887983,18.533780593731517,15.38253841683937,通心岭子站,深圳,114.1063,22.5545,N
1357A,,30.876051543493755,27.75110090223036,28.92683224869227,25.85054252552293,24.393319944458337,20.405053347796425,19.314042211538244,17.20027126238557,洪湖,深圳,114.117,22.5625,N
1358A,,30.907550094685543,26.86603647989321,28.306624968678616,25.362344065525882,24.041172807955277,21.11784862005546,19.315581481372572,18.138713056849223,华侨城,深圳,113.987,22.5417,N
1359A,,30.53831500386254,30.449943078257544,27.13262646285883,24.0700342787075,24.980467829052206,19.447207112681575,21.53384850322614,18.802087375379838,南海子站,深圳,113.9181,22.5171,N
1360A,,22.40289722290494,19.965736666342853,23.32804705049591,20.655439783926017,18.29718976947273,14.689083812475317,15.473256452139747,14.931249595655897,盐田,深圳,114.2458,22.5689,N
1361A,,33.20396526788968,29.84542559630218,29.52214717449721,26.228967502120057,27.060620461145565,20.383022323129534,19.17220688474174,17.039017632277126,龙岗,深圳,114.2283,22.7244,N
1362A,,34.6755908489918,30.594313390889052,33.3669414335663,30.06353628902725,30.51207504496329,22.47096669862507,,,西乡,深圳,113.8953,22.5861,N
1363A,,26.397667700659014,21.85036488752704,23.005156408550146,20.608847563741552,19.409040465114373,16.768149977602764,13.77909448279861,13.482853188409733,南澳,深圳,114.494,22.5422,N
1364A,,26.857665442395984,25.11255228750743,26.726393791186315,23.125787175851055,21.501881185783375,17.84186578334837,15.573461211938813,14.488949247000303,葵涌,深圳,114.41,22.6342,N
1365A,,26.8211061328198,24.110794227089134,26.111059069875047,23.245933076421238,20.511937680245104,17.51943479078026,15.754163775814135,14.132107506967369,梅沙,深圳,114.297,22.5978,N
1366A,,37.511775250201325,34.997710133755525,38.37102808418284,34.30237975886553,30.299367072064854,22.92013944824505,23.779735596187255,20.58210849592388,观澜,深圳,114.0678,22.738,N
1367A,,31.313375868181765,24.789010553379025,27.351948776422127,25.160338256632574,23.273279351944186,16.991967336307912,17.27330512049498,16.163687672166073,吉大,珠海,113.5814,22.2618,N
1368A,,31.89333631535521,29.87782915772179,32.67748790720782,28.44178728521592,22.71712420022785,17.106907904858,17.817834336221058,15.849286307631717,前山,珠海,113.4881,22.2335,N
1369A,,32.188316573711944,25.773504756298642,28.831583285865424,26.303873024240854,25.452100384194534,20.484026926049793,20.55318468979776,18.001954234740495,唐家,珠海,113.628,22.4251,N
1370A,,29.573341901835043,25.13599950361647,30.95927772128861,27.568747074978447,26.564309315989853,20.236302721263403,21.48577018642713,18.60891406316071,斗门,珠海,113.299,22.2281,N
1371A,,37.733312265282414,36.361925763169985,38.88820561684192,32.75663917376238,27.617015309107998,20.528531177383506,21.769631265668206,19.774599211671728,湾梁,佛山,113.1294,23.0067,N
1372A,,41.216228704638446,40.18459252190592,42.76761754628656,36.2016668680643,32.27489531878629,24.31167487829284,24.820394755352968,23.051261905737366,华材职中,佛山,113.1083,23.0478,N
1373A,,37.71602770438838,36.510959610314636,38.76309352671896,33.725061409827745,30.610900874566497,23.69873068369022,24.935010334458678,22.49660643471518,南海气象局,佛山,113.144,23.0453,N
1374A,,39.00918653046097,33.09353819720251,32.086346058312635,28.60488702381324,30.033045131466228,21.370958839729703,22.26275573537742,19.849998790472704,顺德苏岗,佛山,113.2881,22.8094,N
1375A,,42.00220847651788,36.48217515136881,36.97790352797663,35.67069906210828,30.484375190205675,20.54397085470758,,,容桂街道办,佛山,113.2544,22.7642,N
1376A,,37.06276650305676,33.88678850257283,38.582579219012196,31.089007557619805,27.00032268766818,22.247206428325466,22.81569041157094,20.891342221980498,高明孔堂,佛山,112.8383,22.8678,N
1377A,,40.23112120659807,45.23968102041404,48.703273766499045,36.75661727966824,32.30126304930985,26.350424550731137,27.885390925091396,25.363108824712242,三水监测站,佛山,112.8836,23.1588,N
1378A,,42.241495118997065,44.72214754557818,44.3664947693167,36.727419938967785,29.796035563372918,21.571505787809077,21.71105105600637,22.13878747946261,三水云东海,佛山,112.867,23.185,N
1379A,,31.964675723811656,30.755246837454813,37.825339176236334,31.84555320836939,30.663167385739403,21.903327072784226,21.805771248547632,20.0889089828988,华柏园,中山,113.3769,22.5211,N
1380A,,34.31257413772912,30.511989247720443,33.942943513520895,30.426993071233404,27.7240961914413,20.31949329975714,21.46802156674137,21.473125150131462,张溪,中山,113.3881,22.5497,N
1381A,,34.83126137522222,28.563238259692007,29.986075950461913,25.513989989599573,24.469845690560643,18.32018258909343,19.39278422728589,17.277627658536545,紫马岭,中山,113.4075,22.5111,N
1382A,,28.144330553387753,27.906830549403335,32.066884916775734,27.743270600219223,23.474049666645097,17.658240440965233,17.10979894257139,17.039962694010494,长江旅游区(对照点),中山,113.4411,22.4853,Y
1383A,,34.6517211380059,34.61223797449415,38.24339827019728,29.479917580388708,23.775370070569355,17.92858238198449,19.740780754968398,18.112287761274356,北街,江门,113.1064,22.6058,N
1384A,,39.303666681642824,36.92427046534876,39.09675033795658,31.186589466389172,28.59394690613226,22.8314892594567,23.365440339834436,20.694463046896438,西区,江门,113.0731,22.5835,N
1385A,,30.509868614060036,29.132916959946566,34.70905492627007,31.305558098554354,28.11686688984876,21.93106766001807,21.43038620308509,20.401809612738425,圭峰西,江门,113.0219,22.5311,N
1386A,,34.611211856239926,36.28453197765808,37.27462825755915,30.888719490737007,28.03955493010794,21.747034203904416,21.90254868923347,19.96568271375233,东湖,江门,113.0828,22.5947,N
1387A,,39.44777639145096,35.28776235280343,37.70703924278261,37.976549755442306,31.810271751456465,25.57216075899096,,,东城主山,东莞,113.7875,23.0457,N
1388A,,37.30857989250463,34.81679385648568,35.47948404025863,34.15831323947746,28.878921618945146,20.863342698229523,,,南城元岭,东莞,113.7533,23.0202,N
1389A,,37.62364206377674,37.82975439059118,42.975672819773436,40.60858704003691,36.714167984894466,25.76628603634216,23.527893754295985,20.475321957314232,莞城梨川,东莞,113.7547,23.0494,N
1390A,,33.66618954437218,33.312204978520455,33.32739072904032,31.21369051242294,30.02774034546158,24.476822388610625,20.396155194222743,18.671375265508043,东城石井,东莞,113.7944,23.0128,N
1391A,,34.47344643442537,34.47998249362931,37.3909808777133,35.64278960578907,33.33965986185262,25.148122170605635,24.63573643987802,22.15118205412474,南城西平,东莞,113.7383,22.9658,N
1392A,,30.71505778561891,29.951686415472956,30.24747001718885,27.971231171554816,26.669839651043496,20.621263126135236,21.23842358592712,17.64854353234728,河南岸金山湖子站,惠州,114.4183,23.0528,N
1393A,,28.497108662777084,26.262178142248633,30.24493882502043,28.16858725296064,26.042610611814176,20.83286920241089,20.51293219190821,17.631261634171327,下埔横江三路子站,惠州,114.4053,23.0822,N
1394A,,27.637680492457008,27.595787086498177,29.122634026725184,26.70766459690173,25.363330631476412,21.758339650228706,22.428361385432737,19.142812004144286,江北云山西路子站,惠州,114.4103,23.1142,N
1395A,,25.641863721583654,24.041881540546424,26.326505893338748,25.50953817254469,23.766129224424336,19.66393240307128,18.739496875135277,19.336652379199517,惠阳区承修路船湖子站,惠州,114.4645,22.7833,N
1396A,,24.498621510042984,26.515157121292695,32.55362016495973,29.463865052209265,22.51447303735658,17.145463927595703,17.20505228568666,17.4190827017722,大亚湾管委会子站,惠州,114.5317,22.7422,N
1397A,,39.66352585962199,35.64092935064594,39.14162464478905,38.46045802532601,34.85838834150527,26.71414570956715,23.64007868375652,22.170207108829455,睦岗子站,肇庆,112.4267,23.0706,N
1398A,,39.98523019818383,39.262058612967195,39.806626327425576,39.30493240032918,31.254803535835393,21.841144989465203,23.182452518884,22.03513234161441,城中子站,肇庆,112.4645,23.0475,N
1399A,,37.04344540936221,38.00418803075828,43.66126191797345,36.831644532247225,29.23461014023528,22.18884197336388,21.54407210814505,22.471935070462827,坑口子站,肇庆,112.5544,23.1522,N
1400A,,,,37.979865321438965,33.51685662329213,30.316951653464493,23.578998295349034,21.909232523657387,22.2136966716858,七星岩子站(对照点),肇庆,112.4753,23.1,Y
1401A,,41.92630705398683,39.53454444311491,36.230211842853976,35.24673264995854,28.928854752794106,25.60328323426,27.480725889421223,25.575454640010534,二十一中,南宁,108.3103,22.7881,N
1402A,,45.39162327069217,36.86333188073632,35.70621880171728,33.479417169986654,31.649014047098145,27.94847989924217,30.310126179411537,26.817769200230305,北湖,南宁,108.3141,22.8528,N
1403A,,38.25054931709179,35.70158796521868,35.39984112480362,33.593083543856956,31.004248252002924,26.786438370718997,28.285218209879883,26.504854113145736,市监测站,南宁,108.3206,22.8225,N
1404A,,36.06067409843511,34.527525469759105,31.53835536352981,29.79401538309588,28.46978487762086,24.99209007591591,27.689475839002355,25.22730877945361,大自然花园,南宁,108.3829,22.8037,N
1405A,,38.46289234375777,34.716359314803896,34.26802858837611,33.72422289026305,30.570276488867595,25.170724112588427,26.803346430541893,24.88272615672312,仙葫(对照点),南宁,108.4394,22.7904,Y
1406A,,41.83814368248867,31.387079749699073,31.44091900375222,31.522646926593737,29.40100109843649,24.784458829519643,25.619866598538064,23.527827429396744,区农职院,南宁,108.2397,22.8467,N
1408A,,43.15073850648287,39.68664666848162,38.36964804061701,37.07652676784989,32.3528326541725,27.310161529193245,29.427637148709316,26.62314313629486,沙井镇街道办,南宁,108.2257,22.7757,N
1407A,,44.190270468946196,38.072127572514965,40.28302670917814,33.63235308158309,30.949946623977244,27.68022557790893,29.181132055755928,26.41819246560867,英华嘉园,南宁,108.3275,22.735,N
1409A,,18.340278070397364,18.27522365205794,18.054414269257688,15.191952900265697,14.541961179419337,12.99252701599466,14.095344572134216,12.842921998247306,东寨港(对照点),海口,110.576,19.9507,Y
1410A,,21.247098307257975,19.34307358498489,19.781938646961535,16.372669204684605,16.948198615490814,15.254776246102013,14.82618622212922,14.654191112340053,海南大学,海口,110.3232,20.0574,N
1411A,,23.191655451206785,23.7917495686208,22.053529935088214,20.2472751430113,18.637579145423732,15.777689432763177,15.839514073019712,15.074886601664774,秀英海南医院,海口,110.283,20.0053,N
1412A,,22.32336808704599,20.996182801637147,19.73430381133773,16.593633711335258,15.665150866338559,13.379385338292527,13.553764116582903,12.64426376785735,海南师范大学,海口,110.338,19.9969,N
1413A,,21.043198516720647,20.251364021865594,20.907606759881606,18.081780039755543,16.78874259199554,14.20038722061998,13.979546513729852,12.840995510702516,龙华路环保局宿舍,海口,110.33,20.0356,N
1414A,,30.89768542967041,36.859200270476634,34.12363207706996,29.6684654895141,30.898634473219953,24.688975014127376,26.142876013637316,19.334978251494064,缙云山(对照点),重庆,106.3787,29.8279,Y
1415A,,57.096878937967645,59.101785138522025,,,,,,,高家花园(停运161118),重庆,106.46,29.5736,Y
1416A,,55.29579193100612,52.90629613425587,47.56739434200415,39.35355561913645,38.85510979218762,33.323882025532875,35.19219660272266,33.8362194681781,天生,重庆,106.4213,29.8253,N
1417A,,57.17472413783386,53.875388799640426,43.54310554039476,37.997665137310285,36.524857589724746,30.90671592153189,34.345943627542866,30.063880750415358,两路,重庆,106.6263,29.7228,N
1418A,,52.20432460430891,51.34485129262716,45.47145888209713,37.72053243336486,36.2964921389528,31.599294973860612,35.482463120875046,32.982369770525274,虎溪,重庆,106.2953,29.5983,N
1419A,,55.98142176800732,54.73844746674791,47.94279243959128,39.74432337093682,40.642468206354025,35.17714551574244,37.66848309141395,32.123197619150176,南坪,重庆,106.5777,29.5102,N
1420A,,53.69799542593953,44.51027802691663,37.71283189259168,30.366122969879836,36.00024095947162,30.504567105633043,33.27322286209468,28.404228903347164,唐家沱,重庆,106.6556,29.6277,N
1421A,,55.04340405681005,52.6062716474248,48.15091747110135,42.7240624309305,40.8248107014219,33.32783202629253,35.72196274730739,32.284224364794476,茶园,重庆,106.6349,29.4906,N
1422A,,54.34929470956573,53.89125628943738,50.864092561128686,41.04346873631208,40.08750159346576,33.48413578651861,34.4215202452564,31.5840877812311,白市驿,重庆,106.3754,29.4572,N
1423A,,63.53306511110769,56.971224120230396,46.77777821379612,,,,,,解放碑(停运170928),重庆,106.571,29.5642,Y
1424A,,57.70095434437193,56.42867507549242,,,,,,,杨家坪(停运161118),重庆,106.512,29.5164,Y
1425A,,52.827041282345164,54.461929230518386,45.23217807653567,40.09581138666996,39.91091339417061,35.6259294547462,35.04915945863038,31.599916997940856,空港,重庆,106.6205,29.7166,N
1426A,,59.0158076041095,58.03093843838069,47.08974985416426,37.92349899254165,41.80986803925162,36.780696577717364,36.066676876426854,33.686450728952195,新山村,重庆,106.4782,29.4875,N
1427A,,54.884939256514485,55.865084175835456,45.22976699089212,38.3329669984441,36.09736680029388,30.89635871669406,32.15203796116949,26.903018999588546,礼嘉,重庆,106.5616,29.6453,N
1429A,,57.086848693188095,54.93110805701755,47.46325723002567,38.537745766456986,39.182126119313814,35.16302285968406,37.959376986995764,34.18001340516967,鱼新街,重庆,106.5093,29.3917,N
1428A,,53.295773172106315,46.930085151797215,40.45611330912385,36.443351482547946,36.52742213621911,33.03922691328135,35.93626041438087,31.713951387932042,蔡家,重庆,106.4522,29.7091,N
1430A,,54.32099116437345,53.220349842796296,,,,,,,南泉(停运161119),重庆,106.591,29.4272,Y
1431A,,67.93365590947859,73.33929900614265,60.99965270492294,52.77056868919603,46.268982053474254,41.7792696930013,44.42618264747263,40.29806759088461,金泉两河,成都,103.9728,30.7236,N
1432A,,64.77288948157559,63.626824580012574,57.29894751644171,51.46809519764989,42.93359487937309,43.22498013071091,41.99555057361202,38.85480863577295,十里店,成都,104.1419,30.6764,N
1433A,,61.49482990664785,59.03317061459975,57.50724121327379,52.223435986750616,43.07318317962997,40.68022708694577,40.510741942918216,38.96540147938181,三瓦窑,成都,104.0594,30.5767,N
1434A,,59.957394736083025,58.6842750266993,50.14880853854853,48.65809535326112,42.106560974070646,39.59562506936786,41.61290192693361,39.47183490894206,沙河铺,成都,104.1122,30.6306,N
1435A,,64.32423030697846,65.44562518969566,52.34253069197398,,,,,,梁家巷,成都,104.074,30.685,N
1436A,,,,,,,,,,草堂寺（已停运）,成都,104.026,30.6544,N
1437A,,69.72175064735826,60.28148735621893,60.195607777073086,51.80848991359393,47.357577732760966,44.200349594360794,44.3855697933329,44.07113110618618,君平街,成都,104.0431,30.6556,N
1438A,,41.75601263243811,42.915796694768,36.24849201510354,32.69311405133274,26.480423569423504,28.549648793558926,30.988102734298387,27.54096483385671,灵岩寺(对照点),成都,103.6202,31.0201,Y
1439A,,36.38995486812526,35.63148744528123,28.768163797808775,27.206747053242218,22.778737123819862,21.497825330675248,22.088524594036855,21.27902291612158,马鞍山,贵阳,106.6899,26.5998,N
1440A,,43.9966814116985,43.72077640817131,36.28878248106747,29.338529648102256,26.75760788735437,20.767893227798545,21.84276984427097,20.375115001010535,市环保站,贵阳,106.6971,26.5694,N
1441A,,34.89007250264679,33.963456340238885,28.625012812156,27.77167996181838,22.83798631243266,19.887114578549525,20.700670729991813,19.013599015250367,鉴湖路,贵阳,106.6243,26.6266,N
